phi,P_DET,gstar,fast_per_period,precise_per_period,sold_per_period,gap_B1,gap_B2,gap_INDEX,gap_B_fast
0.0,0.96045197740113,4643901.0287810825,1.5963932228174018,0.9962981832911575,1.330536664184355,71.85266075223612,31.17910633410935,25.57949229971983,15.745540266384538
0.25,0.9166666666666666,4591433.27010118,1.5869988281982002,0.9941509978951066,1.5141232965856033,71.5310122132603,30.392668237641576,24.982372278980943,15.51196921013042
0.5,0.8728813559322034,4539002.8033129005,1.5797823942794507,0.9949301251227015,1.4888720651968237,71.20216414170609,29.588627117965814,24.36693558624048,15.262831170076698
0.75,0.82909604519774,4486199.599847272,1.5340911997958377,0.9952398831893841,1.4805958907561036,70.86320954275176,28.759875305694518,23.725817701785207,14.98999261586112
1.0,0.7853107344632768,4434439.18525789,1.5446471531764978,0.9955614844181149,1.526506377091692,70.52311414604752,27.928334216612697,23.082730931367692,14.719946199389513
